,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index,S&P 500 Total Return Index
2016-05-06,110.0195,#N/A N/A,97.8335,#N/A N/A,123.1714,870.1983,#N/A N/A,417.0312,1757.2422,700.4204,58.607,#N/A N/A,747.1528,98.0596,1218.9962,1030.9777,1112.0443,99.0858,234.396
2016-05-07,110.0513,#N/A N/A,97.8535,#N/A N/A,123.209,870.4096,#N/A N/A,417.1497,1757.5103,700.5455,58.6245,#N/A N/A,747.3847,98.086,1219.2505,1031.1659,1112.3056,99.117,234.4663
2016-05-08,110.0875,#N/A N/A,97.8736,#N/A N/A,123.2611,870.6649,#N/A N/A,417.2807,1757.8272,700.6674,58.6437,#N/A N/A,747.6031,98.1563,1219.5048,1031.9835,1112.7805,99.1625,234.5557
2016-05-09,110.0957,#N/A N/A,97.9135,#N/A N/A,123.1838,869.859,#N/A N/A,417.0295,1757.0213,700.5232,58.6558,#N/A N/A,747.7086,98.1239,1219.7591,1032.1698,1112.651,99.0769,234.4229
2016-05-10,110.0929,#N/A N/A,97.9155,#N/A N/A,123.2784,870.4688,#N/A N/A,417.2045,1757.2329,700.7729,58.7103,#N/A N/A,749.4531,98.1062,1220.0134,1031.7537,1111.9665,99.0738,234.5641
2016-05-11,110.0851,#N/A N/A,97.9053,#N/A N/A,123.2345,870.47,#N/A N/A,417.1978,1756.4996,700.9293,58.7252,#N/A N/A,749.6755,98.1088,1220.2678,1031.0686,1111.1024,99.0802,234.5485
2016-05-12,110.117,#N/A N/A,98.0016,#N/A N/A,123.2566,870.6947,#N/A N/A,417.293,1756.1685,701.223,58.6813,#N/A N/A,750.1514,98.1393,1220.5221,1030.5812,1111.0768,99.0772,234.6249
2016-05-13,110.2933,#N/A N/A,97.9553,#N/A N/A,123.3759,871.4396,#N/A N/A,418.5244,1760.6397,701.3709,58.7165,#N/A N/A,760.4262,98.1803,1220.7764,1030.1159,1110.4461,99.0486,234.8494
2016-05-14,110.3239,#N/A N/A,97.9704,#N/A N/A,123.4056,871.585,#N/A N/A,418.6026,1759.9764,701.4945,58.7338,#N/A N/A,760.6493,98.2013,1221.0307,1030.2567,1110.5347,99.0764,234.9102
2016-05-15,110.3518,#N/A N/A,97.9905,#N/A N/A,123.4402,871.7709,#N/A N/A,418.7072,1760.2094,701.6181,58.7474,#N/A N/A,760.8713,98.2255,1221.285,1030.4024,1110.7555,99.1039,234.9731
2016-05-16,110.33,#N/A N/A,98.0254,#N/A N/A,123.3687,871.3894,#N/A N/A,418.5703,1760.9481,701.4332,58.7589,#N/A N/A,760.1219,98.2317,1221.5393,1031.0497,1108.7968,99.0641,234.878
2016-05-17,110.395,#N/A N/A,98.1057,#N/A N/A,123.4576,871.9496,#N/A N/A,419.1298,1763.1647,702.072,59.6829,#N/A N/A,760.5938,98.2391,1223.1223,1030.8858,1110.429,99.1622,235.0818
2016-05-18,109.9908,#N/A N/A,98.0954,#N/A N/A,124.2446,873.6303,#N/A N/A,419.8986,1768.7412,703.6335,58.2708,#N/A N/A,757.822,98.3535,1223.3769,1031.8514,1111.3511,99.498,235.4761
2016-05-19,110.0192,#N/A N/A,98.1512,#N/A N/A,124.0429,872.7569,#N/A N/A,419.557,1767.4628,703.16,58.2748,#N/A N/A,757.9296,98.3254,1223.6315,1031.9584,1110.8318,99.5255,235.4515
2016-05-20,110.0517,#N/A N/A,98.1744,#N/A N/A,124.1504,873.2148,#N/A N/A,419.6586,1768.1293,703.7836,58.395,#N/A N/A,758.0599,98.3575,1223.8861,1033.0455,1111.6534,99.5847,235.5746
2016-05-21,110.0836,#N/A N/A,98.1948,#N/A N/A,124.1679,873.347,#N/A N/A,419.7639,1768.3595,703.9428,58.4132,#N/A N/A,758.2842,98.3721,1224.1407,1033.1887,1111.8528,99.6021,235.624
2016-05-22,110.1193,#N/A N/A,98.2154,#N/A N/A,124.2058,873.5846,#N/A N/A,419.873,1768.7144,704.0854,58.4318,#N/A N/A,758.5092,98.3962,1224.3953,1033.321,1112.0172,99.6361,235.6976
2016-05-23,110.1991,#N/A N/A,98.2466,#N/A N/A,124.2681,873.926,#N/A N/A,419.9624,1767.8152,738.8296,58.3534,#N/A N/A,760.1845,98.3989,1224.6499,1033.3764,1112.4421,99.6879,235.8246
2016-05-24,110.2074,#N/A N/A,98.26,#N/A N/A,124.4347,874.5572,#N/A N/A,420.259,1770.0405,739.1939,58.3704,#N/A N/A,759.892,98.4354,1224.9045,1032.7193,1113.0875,99.7512,235.9313
2016-05-25,110.0671,#N/A N/A,98.204,#N/A N/A,124.5095,873.6788,#N/A N/A,420.0434,1768.1439,739.1814,58.4037,#N/A N/A,759.8583,98.4115,1225.1591,1032.3644,1110.8742,99.7408,235.9025
2016-05-26,110.105,#N/A N/A,98.1933,#N/A N/A,124.3652,872.7774,#N/A N/A,419.9037,1767.852,738.7749,58.4179,#N/A N/A,760.2965,98.4028,1225.4136,1032.3062,1110.3434,99.6807,235.7821
2016-05-27,110.1432,#N/A N/A,98.1868,#N/A N/A,124.4946,873.1469,#N/A N/A,420.1997,1768.7976,739.1097,58.4255,#N/A N/A,760.6697,98.4619,1225.6682,1032.7207,1110.8175,99.751,235.931
2016-05-28,110.1747,#N/A N/A,98.2074,#N/A N/A,124.5294,873.3436,#N/A N/A,420.3076,1769.0553,739.2459,58.4435,#N/A N/A,760.8978,98.486,1225.9228,1032.8645,1111.0098,99.7804,235.9969
2016-05-29,110.2241,#N/A N/A,98.228,#N/A N/A,124.5715,873.5629,#N/A N/A,420.4361,1769.2962,739.3819,58.4609,#N/A N/A,761.1744,98.5125,1226.1774,1033.0084,1111.2366,99.8264,236.0885
2016-05-30,110.2555,#N/A N/A,98.2487,#N/A N/A,124.6084,873.7589,#N/A N/A,420.556,1773.7207,739.548,58.4784,#N/A N/A,761.4024,98.5386,1226.432,1033.2131,1111.417,99.8575,236.1569
2016-05-31,110.2815,#N/A N/A,98.2759,#N/A N/A,124.55,873.5731,#N/A N/A,420.7024,1773.3135,739.5191,58.4937,#N/A N/A,761.707,98.5769,1226.6866,1033.0319,1113.5027,99.8532,236.1503
2016-06-01,110.2964,#N/A N/A,98.3218,#N/A N/A,124.6648,874.0366,#N/A N/A,420.8076,1771.6995,739.5626,58.5288,#N/A N/A,761.7242,98.5562,1226.9412,1032.9581,1113.4977,99.9257,236.2826
2016-06-02,110.222,#N/A N/A,98.3193,#N/A N/A,124.6999,873.8864,#N/A N/A,420.5977,1770.2734,739.5059,58.5523,#N/A N/A,759.0269,98.5718,1227.1958,1032.8879,1113.4133,99.974,236.2439
2016-06-03,110.2906,#N/A N/A,98.3627,#N/A N/A,124.3627,872.5829,#N/A N/A,420.1863,1767.785,738.785,58.5953,#N/A N/A,759.4533,98.5736,1227.4504,1032.6205,1112.53,99.8174,236.0232
2016-06-04,110.3136,#N/A N/A,98.376,#N/A N/A,124.4708,872.8629,#N/A N/A,420.3151,1768.0464,738.9122,58.6067,#N/A N/A,759.681,98.6009,1227.705,1033.1358,1113.0731,99.8933,236.1553
2016-06-05,110.3509,#N/A N/A,98.3984,#N/A N/A,124.5045,873.0534,#N/A N/A,420.422,1768.283,738.9171,58.6324,#N/A N/A,759.8961,98.6057,1227.9596,1033.4608,1113.2169,99.9305,236.2264
2016-06-06,110.3827,#N/A N/A,98.4064,#N/A N/A,124.4909,873.399,#N/A N/A,420.8253,1769.8104,738.7546,58.6357,#N/A N/A,760.2539,98.6157,1228.2142,1033.0648,1113.0022,99.9294,236.2841
2016-06-07,110.427,#N/A N/A,98.4306,#N/A N/A,124.3145,872.9249,#N/A N/A,420.7613,1767.8196,738.6446,58.6663,#N/A N/A,760.4387,98.6135,1228.4688,1032.9697,1112.6363,99.8787,236.2199
2016-06-08,110.4576,#N/A N/A,98.4563,#N/A N/A,124.3083,872.8999,#N/A N/A,420.729,1767.4252,738.943,58.6811,#N/A N/A,760.4696,98.7156,1228.7234,1033.5422,1112.8787,99.903,236.2465
2016-06-09,110.4853,#N/A N/A,98.4929,#N/A N/A,124.0749,871.7472,#N/A N/A,420.3491,1764.2045,738.947,58.6954,#N/A N/A,760.8688,98.7584,1228.978,1033.1018,1112.2841,99.8086,236.0537
2016-06-10,110.5086,#N/A N/A,98.5123,#N/A N/A,123.9479,871.1221,#N/A N/A,420.1754,1763.8463,738.8128,58.6924,#N/A N/A,761.0135,98.8352,1229.2326,1033.378,1112.0356,99.7435,235.9666
2016-06-11,110.5398,#N/A N/A,98.5245,#N/A N/A,123.978,871.287,#N/A N/A,420.2777,1763.9501,738.942,58.71,#N/A N/A,761.2487,98.8596,1229.4872,1033.5196,1112.249,99.7722,236.028
2016-06-12,110.572,#N/A N/A,98.5464,#N/A N/A,124.0114,871.474,#N/A N/A,420.3797,1764.224,739.0855,58.7275,#N/A N/A,761.4839,98.884,1229.7418,1033.6612,1112.4623,99.8019,236.0936
2016-06-13,110.6758,#N/A N/A,98.5512,#N/A N/A,124.0604,871.7708,#N/A N/A,420.5894,1764.4345,738.826,58.7368,#N/A N/A,761.5658,98.9666,1229.9964,1033.5605,1112.5291,99.9064,236.267
2016-06-14,110.6899,#N/A N/A,98.5511,#N/A N/A,123.7285,870.8799,#N/A N/A,420.0842,1761.1658,738.6138,58.7442,#N/A N/A,761.7649,98.9981,1230.251,1032.8724,1112.6867,99.7711,235.9649
2016-06-15,110.7403,#N/A N/A,98.5968,#N/A N/A,123.7895,871.0746,#N/A N/A,420.2536,1759.1549,739.31,58.7575,#N/A N/A,761.8694,99.3103,1230.5056,1033.0902,1112.9138,99.8145,236.0798
2016-06-16,110.7444,#N/A N/A,98.5641,#N/A N/A,123.7575,889.835,#N/A N/A,420.1259,1758.8754,739.6667,58.7659,#N/A N/A,761.9486,99.3527,1230.7602,1032.9493,1112.7582,99.832,236.0645
2016-06-17,110.7813,#N/A N/A,111.6174,#N/A N/A,123.7122,889.8305,#N/A N/A,437.4734,1758.6063,739.7865,58.7799,#N/A N/A,762.2504,99.3803,1231.0148,1032.95,1112.7758,99.8992,236.1612
2016-06-18,110.8156,#N/A N/A,111.6523,#N/A N/A,123.751,890.0352,#N/A N/A,437.5898,1758.8412,739.9103,58.7973,#N/A N/A,762.4854,99.4037,1231.2693,1033.1356,1112.9894,99.9333,236.2344
2016-06-19,110.8422,#N/A N/A,111.6646,#N/A N/A,123.7775,890.1623,#N/A N/A,437.6632,1759.0668,740.0324,58.8147,#N/A N/A,762.7153,99.4268,1231.5239,1033.2756,1113.2029,99.959,236.2875
2016-06-20,111.3092,#N/A N/A,111.6696,#N/A N/A,124.1206,890.4951,#N/A N/A,427.706,1758.6323,740.3268,58.8092,#N/A N/A,762.8693,99.5009,1231.7785,1033.7586,1113.805,100.5366,237.1396
2016-06-21,111.3315,#N/A N/A,111.6791,#N/A N/A,124.1092,889.8388,#N/A N/A,427.6296,1758.6173,740.7354,58.7916,#N/A N/A,763.3213,99.5749,1232.0331,1033.8131,1113.8447,100.5429,237.1439
2016-06-22,111.3438,#N/A N/A,111.7057,#N/A N/A,124.1234,889.9937,#N/A N/A,427.7061,1758.0084,740.8853,58.8077,#N/A N/A,763.2489,99.5486,1232.2877,1033.9091,1113.9078,100.5431,237.1724
2016-06-23,111.3749,#N/A N/A,111.761,#N/A N/A,124.3993,891.2221,#N/A N/A,428.2918,1758.7035,741.6632,58.9689,#N/A N/A,763.4345,99.5781,1232.5423,1034.374,1114.4496,100.6847,237.4812
2016-06-24,111.285,#N/A N/A,111.6666,#N/A N/A,123.7404,888.3952,#N/A N/A,426.4887,1754.8745,740.1396,58.6655,#N/A N/A,758.3516,99.5756,1232.7969,1034.0703,1113.7651,100.3649,236.7751
2016-06-25,111.3171,#N/A N/A,111.685,#N/A N/A,123.7763,888.5881,#N/A N/A,426.601,1755.111,740.2609,58.6829,#N/A N/A,758.5942,99.5985,1233.0515,1034.2095,1113.9792,100.3945,236.8432
2016-06-26,111.3485,#N/A N/A,111.7034,#N/A N/A,123.8099,888.7708,#N/A N/A,426.6934,1755.3474,740.382,58.7009,#N/A N/A,758.8285,99.6189,1233.3061,1034.3525,1114.1955,100.4244,236.9084
2016-06-27,111.3488,#N/A N/A,111.5637,#N/A N/A,123.3905,887.2183,#N/A N/A,425.8692,1753.2966,739.3382,58.672,#N/A N/A,758.804,99.5643,1233.5607,1033.1872,1112.6757,100.2386,236.5121
2016-06-28,111.3749,#N/A N/A,111.5618,#N/A N/A,123.6384,888.1592,#N/A N/A,426.3072,1755.2487,740.4484,58.7012,#N/A N/A,759.2214,99.6469,1233.8153,1033.0048,1112.9174,100.3427,236.7396
2016-06-29,111.3422,#N/A N/A,111.4881,#N/A N/A,123.7766,888.2435,#N/A N/A,426.5488,1755.4643,741.3233,58.6901,#N/A N/A,758.8464,99.6802,1234.0699,1032.6198,1112.8339,100.3822,236.8355
2016-06-30,111.3471,#N/A N/A,111.4872,#N/A N/A,123.8223,889.0498,#N/A N/A,426.7205,1757.1986,741.4717,58.7461,#N/A N/A,759.2845,99.7327,1234.3245,1033.0236,1114.6487,100.4448,236.9223
2016-07-01,111.2999,#N/A N/A,111.4754,#N/A N/A,123.5602,888.396,#N/A N/A,426.0626,1757.0743,741.4342,58.643,#N/A N/A,759.0223,99.692,1234.5791,1032.8806,1115.1157,100.3534,236.6729
2016-07-02,111.3303,#N/A N/A,111.4936,#N/A N/A,123.5949,888.5696,#N/A N/A,426.1572,1757.3044,741.5536,58.6604,#N/A N/A,759.2651,99.7146,1234.8337,1033.0137,1115.3205,100.3838,236.7383
2016-07-03,111.3617,#N/A N/A,111.5115,#N/A N/A,123.6297,888.7558,#N/A N/A,426.2626,1757.5344,741.6729,58.6779,#N/A N/A,759.5037,99.7373,1235.0883,1033.1469,1115.5297,100.4133,236.8048
2016-07-04,111.3943,#N/A N/A,111.5294,#N/A N/A,123.6589,889.4058,#N/A N/A,426.5905,1757.6113,741.7923,58.6953,#N/A N/A,759.7428,99.7599,1235.3429,1033.28,1115.7389,100.4357,236.8668
2016-07-05,111.4973,#N/A N/A,111.5492,#N/A N/A,123.4286,887.9265,#N/A N/A,426.0969,1755.7445,742.2137,58.6737,#N/A N/A,759.7103,99.837,1235.5975,1033.478,1114.6706,100.3554,236.7025
2016-07-06,111.612,#N/A N/A,111.3838,#N/A N/A,123.5003,887.1597,#N/A N/A,426.1597,1751.2646,743.0915,58.6964,#N/A N/A,759.9045,99.9454,1235.8521,1034.2766,1114.9615,100.4834,236.8489
2016-07-07,111.7248,#N/A N/A,111.4081,#N/A N/A,123.8444,887.8989,#N/A N/A,426.6962,1750.2879,743.2354,58.7451,#N/A N/A,760.2079,99.9492,1236.1067,1034.5198,1117.9591,100.7197,237.2674
2016-07-08,111.7209,#N/A N/A,111.4305,#N/A N/A,123.9715,888.051,#N/A N/A,426.8582,1750.0579,743.418,58.7048,#N/A N/A,760.0289,99.9553,1236.3613,1034.9017,1118.8783,100.7855,237.3849
2016-07-09,111.7528,#N/A N/A,111.4487,#N/A N/A,124.0046,888.2336,#N/A N/A,426.9568,1750.2826,743.5377,58.7222,#N/A N/A,760.2727,99.9778,1236.6159,1035.0349,1119.0189,100.8145,237.45
2016-07-10,111.7679,#N/A N/A,111.4639,#N/A N/A,124.0471,888.3846,#N/A N/A,427.0779,1750.3985,743.6923,58.7458,#N/A N/A,760.5064,100.0015,1236.8705,1035.1795,1119.212,100.8368,237.5083
2016-07-11,111.8204,#N/A N/A,111.4821,#N/A N/A,124.1132,888.0648,#N/A N/A,427.3657,1751.2366,743.8379,58.7521,#N/A N/A,760.9835,100.0188,1237.125,1034.4341,1119.9191,100.8788,237.619
2016-07-12,111.7552,#N/A N/A,111.2509,#N/A N/A,124.4155,889.053,#N/A N/A,427.7065,1751.7681,744.2646,58.6784,#N/A N/A,760.9304,100.2101,1237.3796,1034.7093,1121.7566,101.0489,237.8969
2016-07-13,111.7806,#N/A N/A,111.2645,#N/A N/A,124.5306,889.0236,#N/A N/A,427.7548,1751.9852,744.0118,58.6852,#N/A N/A,761.1849,100.2641,1237.6342,1035.0364,1122.0627,101.1722,238.0713
2016-07-14,111.8401,#N/A N/A,111.208,#N/A N/A,124.7609,889.5027,#N/A N/A,428.3149,1752.4769,744.4418,58.712,#N/A N/A,761.3828,100.3333,1237.8888,1035.6954,1122.5318,101.3043,238.3276
2016-07-15,111.8794,#N/A N/A,111.2253,#N/A N/A,124.6187,889.3292,#N/A N/A,428.3211,1752.2342,744.0927,58.7521,#N/A N/A,761.658,100.2922,1238.1434,1034.7844,1122.167,101.2263,238.2358
2016-07-16,111.9106,#N/A N/A,111.2413,#N/A N/A,124.6523,889.512,#N/A N/A,428.4236,1752.4536,744.2106,58.7689,#N/A N/A,761.9024,100.315,1238.398,1034.8874,1122.3441,101.2552,238.3007
2016-07-17,111.9419,#N/A N/A,111.2592,#N/A N/A,124.6886,889.689,#N/A N/A,428.5236,1752.4135,744.3979,58.7855,#N/A N/A,762.0679,100.3416,1238.6526,1034.873,1122.5492,101.2892,238.3687
2016-07-18,112.0437,#N/A N/A,111.2966,#N/A N/A,124.8909,889.6872,#N/A N/A,428.6151,1951.4059,744.0733,58.8186,#N/A N/A,762.2751,100.3644,1238.9072,1035.0973,1121.8095,101.479,238.6392
2016-07-19,111.9158,#N/A N/A,111.2884,#N/A N/A,124.9392,889.4315,#N/A N/A,428.6443,1951.4894,744.1208,58.639,#N/A N/A,762.0296,100.4087,1239.1618,1035.6259,1121.427,101.389,238.486
2016-07-20,112.0558,#N/A N/A,111.2947,#N/A N/A,124.7938,888.6811,#N/A N/A,428.633,1948.4905,744.1183,58.7844,#N/A N/A,762.3977,100.2961,1239.4164,1035.2037,1121.5486,101.3286,238.3936
2016-07-21,111.9196,#N/A N/A,111.0213,#N/A N/A,124.6206,888.1616,#N/A N/A,428.4935,1946.1945,743.4951,58.7151,#N/A N/A,761.688,100.2926,1239.671,1033.8322,1120.097,101.1588,238.1207
2016-07-22,111.9171,#N/A N/A,110.8507,#N/A N/A,124.7045,888.2864,#N/A N/A,428.7416,1946.939,743.699,58.7098,#N/A N/A,761.6877,100.3253,1239.9256,1035.2966,1121.3441,101.2241,238.2232
2016-07-23,111.9447,#N/A N/A,110.8387,#N/A N/A,124.7365,888.4044,#N/A N/A,428.8436,1946.9166,743.8241,58.7297,#N/A N/A,761.97,100.3411,1240.1802,1035.4226,1121.5329,101.2491,238.2834
2016-07-24,111.9698,#N/A N/A,110.8397,#N/A N/A,124.7599,888.5287,#N/A N/A,428.9403,1946.9439,743.9129,58.7374,#N/A N/A,762.2086,100.3538,1240.4348,1035.4456,1121.7306,101.2707,238.3324
2016-07-25,111.973,#N/A N/A,110.7288,#N/A N/A,124.8801,888.5753,#N/A N/A,429.1386,1945.1102,744.3469,58.7606,#N/A N/A,762.2952,100.3933,1240.6894,1036.0474,1121.9048,101.3059,238.4213
2016-07-26,111.9205,#N/A N/A,110.716,#N/A N/A,124.965,888.7003,#N/A N/A,429.1883,1943.2884,744.435,58.7669,#N/A N/A,762.8489,100.409,1240.944,1036.0719,1121.2724,101.3483,238.4837
2016-07-27,111.8988,#N/A N/A,110.8341,#N/A N/A,124.9899,888.1895,#N/A N/A,429.026,1941.2448,744.1118,58.8147,#N/A N/A,762.985,100.4026,1241.1986,1036.0195,1121.3015,101.3061,238.4022
2016-07-28,112.0779,#N/A N/A,110.9238,#N/A N/A,124.9568,887.3678,#N/A N/A,428.9021,1942.6637,745.4322,58.9689,#N/A N/A,764.4813,100.37,1241.4532,1035.1534,1120.4157,101.3543,238.4792
2016-07-29,112.1967,#N/A N/A,110.9488,#N/A N/A,124.4911,884.7737,#N/A N/A,428.6061,1939.4136,744.6611,59.0635,#N/A N/A,764.3437,100.2294,1241.7078,1035.2723,1119.9779,101.1917,238.1395
2016-07-30,112.2331,#N/A N/A,110.9679,#N/A N/A,124.521,884.6834,#N/A N/A,428.6966,1939.6157,744.7809,59.0831,#N/A N/A,764.6094,100.2558,1241.9624,1035.1274,1120.0003,101.2213,238.2063
2016-07-31,112.2644,#N/A N/A,110.9889,#N/A N/A,124.4862,884.4419,#N/A N/A,428.6849,1939.4272,744.8576,59.1023,#N/A N/A,764.8291,100.2102,1242.217,1034.8568,1119.9681,101.2252,238.202
2016-08-01,112.2763,#N/A N/A,111.0021,#N/A N/A,124.3878,883.7153,#N/A N/A,428.2939,1939.0506,744.3749,59.1189,#N/A N/A,764.3994,100.5991,1242.4716,1033.5339,1119.1196,101.126,238.0102
2016-08-02,112.3557,#N/A N/A,111.0144,#N/A N/A,124.3471,884.1854,#N/A N/A,428.4571,1945.2286,744.8478,59.1817,#N/A N/A,766.604,100.4763,1242.7262,1062.5535,1117.0446,101.1247,238.049
2016-08-03,112.4029,#N/A N/A,111.0381,#N/A N/A,124.6019,885.1735,#N/A N/A,428.9432,1949.1084,745.7532,59.2492,#N/A N/A,760.2528,100.4532,1242.9807,1062.4872,1117.1797,101.2859,238.3632
2016-08-04,112.429,#N/A N/A,110.9989,#N/A N/A,124.4593,884.2779,#N/A N/A,428.6728,1947.2084,745.6137,59.2899,#N/A N/A,760.3046,100.4266,1243.2353,1061.6938,1113.6845,101.2748,238.2974
2016-08-05,112.4355,#N/A N/A,111.0224,#N/A N/A,124.8204,885.7659,#N/A N/A,429.1748,1949.5745,746.5541,59.3511,#N/A N/A,760.5143,100.4275,1243.4899,1061.2257,1113.2917,101.4522,238.6389
2016-08-06,112.4716,#N/A N/A,111.0431,#N/A N/A,124.8564,885.9597,#N/A N/A,429.29,1949.8014,746.6733,59.3701,#N/A N/A,760.7473,100.451,1243.7445,1061.3788,1113.521,101.4842,238.7111
2016-08-07,112.4937,#N/A N/A,111.0631,#N/A N/A,124.912,886.1704,#N/A N/A,429.3909,1950.0163,746.7124,59.3869,#N/A N/A,760.9123,100.471,1243.9991,1061.6756,1113.8386,101.5244,238.7894
2016-08-08,112.5114,#N/A N/A,111.1051,#N/A N/A,125.1324,886.9512,#N/A N/A,429.6811,1950.5872,746.6204,59.417,#N/A N/A,761.1799,100.514,1244.2537,1062.7496,1114.231,101.6754,239.0574
2016-08-09,112.5238,#N/A N/A,111.1005,#N/A N/A,125.1847,886.8539,#N/A N/A,429.747,1950.4118,746.3493,59.4296,#N/A N/A,761.2501,100.5065,1244.5083,1062.39,1114.4908,101.6805,239.0965
2016-08-10,112.5691,#N/A N/A,111.0784,#N/A N/A,125.0774,885.7652,#N/A N/A,429.2325,1947.4451,745.9022,59.4388,#N/A N/A,761.4638,100.526,1244.7629,1062.7419,1113.2085,101.6992,239.0198
2016-08-11,112.6061,#N/A N/A,111.1317,#N/A N/A,124.9985,885.5908,#N/A N/A,429.1507,1945.8652,745.8726,59.4512,#N/A N/A,761.8732,100.5879,1245.0175,1062.8899,1113.0583,101.7094,239.0126
2016-08-12,112.6714,#N/A N/A,111.1378,#N/A N/A,124.9625,885.5241,#N/A N/A,429.1876,1946.1105,745.7389,59.514,#N/A N/A,763.5056,100.5511,1245.2721,1062.9462,1111.8159,101.7145,239.0541
2016-08-13,112.706,#N/A N/A,111.1585,#N/A N/A,124.9978,885.7182,#N/A N/A,429.2951,1946.349,745.8424,59.5331,#N/A N/A,763.7285,100.5746,1245.5267,1063.0942,1112.026,101.7463,239.1243
2016-08-14,112.7532,#N/A N/A,111.1808,#N/A N/A,125.0436,885.9757,#N/A N/A,429.4993,1947.8238,745.8764,59.5521,#N/A N/A,763.9651,100.5981,1245.7813,1063.7342,1112.5599,101.7773,239.2175
2016-08-15,112.8182,#N/A N/A,111.2265,#N/A N/A,125.2237,886.9019,#N/A N/A,430.0607,1950.2296,746.5466,59.6073,#N/A N/A,764.2292,100.6549,1246.0359,1063.9452,1113.7288,101.8732,239.4551
2016-08-16,112.8645,#N/A N/A,111.2621,#N/A N/A,125.3932,887.7709,#N/A N/A,430.4991,1952.1994,746.9044,59.624,#N/A N/A,764.2874,100.6661,1246.2905,1064.0683,1114.2731,101.9795,239.6825
2016-08-17,112.8591,#N/A N/A,111.1969,#N/A N/A,125.3622,886.8738,#N/A N/A,430.0312,1952.7497,746.9557,59.637,#N/A N/A,764.1729,100.5701,1246.5451,1063.6586,1109.1222,101.986,239.6494
2016-08-18,112.8833,#N/A N/A,111.3824,#N/A N/A,125.3032,887.7154,#N/A N/A,430.0645,1952.7163,746.8938,59.6388,#N/A N/A,764.8055,100.6451,1246.7997,1063.5429,1108.6912,101.9918,239.6761
2016-08-19,112.9185,#N/A N/A,111.4184,#N/A N/A,125.4566,888.1688,#N/A N/A,430.1835,1953.6792,747.2866,59.6615,#N/A N/A,765.3228,100.7136,1247.0543,1064.8148,1108.8183,102.0578,239.8205
2016-08-20,112.9536,#N/A N/A,111.4388,#N/A N/A,125.4924,888.3688,#N/A N/A,430.2979,1953.9243,747.4063,59.6806,#N/A N/A,765.5591,100.7371,1247.3089,1064.9582,1109.0901,102.0896,239.8915
2016-08-21,112.9907,#N/A N/A,111.4638,#N/A N/A,125.5355,888.6152,#N/A N/A,430.4245,1954.5741,747.526,59.6996,#N/A N/A,765.7955,100.7669,1247.5635,1065.1901,1109.4172,102.1229,239.9721
2016-08-22,113.0224,#N/A N/A,111.4795,#N/A N/A,125.5804,888.8466,#N/A N/A,430.466,1955.8177,772.9941,59.7175,#N/A N/A,766.148,100.6045,1247.8181,1065.4177,1110.1528,102.1563,240.0193
2016-08-23,113.0277,#N/A N/A,111.4904,#N/A N/A,125.6129,889.0835,#N/A N/A,430.439,1954.0356,772.8265,59.7214,#N/A N/A,766.1423,100.5916,1248.0727,1065.4855,1110.6496,102.2028,240.0591
2016-08-24,113.0597,#N/A N/A,111.4742,#N/A N/A,125.7611,889.8743,#N/A N/A,430.6457,1953.4832,773.0762,59.7325,#N/A N/A,766.3887,100.631,1248.3273,1065.844,1111.911,102.297,240.2254
2016-08-25,113.0997,#N/A N/A,111.484,#N/A N/A,125.9782,891.0316,#N/A N/A,431.463,1954.3161,773.4527,59.7341,#N/A N/A,766.4217,100.6772,1248.5819,1066.276,1112.4018,102.3922,240.4989
2016-08-26,113.0957,#N/A N/A,111.5121,#N/A N/A,126.1405,891.559,#N/A N/A,431.6275,1955.1568,773.783,59.7451,#N/A N/A,765.8869,100.6077,1248.8364,1066.6072,1113.3142,102.442,240.6224
2016-08-27,113.1307,#N/A N/A,111.5295,#N/A N/A,126.175,891.7508,#N/A N/A,431.7405,1955.3509,773.9078,59.764,#N/A N/A,766.1216,100.6314,1249.091,1066.7488,1113.5877,102.4737,240.6921
2016-08-28,113.1661,#N/A N/A,111.55,#N/A N/A,126.2137,891.9695,#N/A N/A,431.8859,1955.6651,774.0335,59.7839,#N/A N/A,766.3564,100.6558,1249.3456,1066.8936,1114.2567,102.5057,240.7665
2016-08-29,113.2062,#N/A N/A,111.598,#N/A N/A,126.3711,892.7306,#N/A N/A,432.1877,1956.4564,774.3737,59.8024,#N/A N/A,766.5182,100.676,1249.6002,1066.9309,1115.4301,102.6185,240.9915
