,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2013-04-05,1878.99,6707.62,1050.193,666.22,3082.144,6500.65,8431.2,3784.48,12154.27,10430.64,624.768,717.065,6116.88,1308.477,6312.49,13989.27,12570.757,1251.14
2013-04-06,1878.99,6707.62,1050.193,666.22,3082.144,6500.65,8431.2,3784.48,12154.27,10430.64,624.768,717.065,6116.88,1308.477,6312.49,13989.27,12570.757,1251.14
2013-04-07,1878.99,6707.62,1050.193,666.22,3082.144,6500.65,8431.2,3784.48,12154.27,10430.64,624.768,717.065,6116.88,1308.477,6312.49,13989.27,12570.757,1251.14
2013-04-08,1892.07,6793.68,1055.157,669.78,3101.529,6546.96,8477.56,3816.13,12251.36,10496.64,630.264,724.062,6169.12,1316.475,6371.4,14086.04,12661.415,1258.17
2013-04-09,1897.36,6879.82,1058.779,671.13,3114.956,6574.142,8501.88,3830.37,12265.39,10485.94,630.101,728.294,6192.61,1318.535,6407.14,14120.51,12685.255,1263.35
2013-04-10,1923.79,6963.93,1070.703,678.24,3147.736,6634.444,8595.82,3877.4,12415.17,10581.88,637.901,735.408,6272.69,1332.379,6479.58,14276.8,12817.415,1279.1
2013-04-11,1931.39,6976.66,1076.484,682.72,3158.181,6651.7,8637.82,3895.57,12480.11,10627.81,641.673,735.767,6317.67,1337.742,6504.45,14327.28,12854.602,1283.2
2013-04-12,1927.88,6890.17,1074.535,682.53,3145.997,6629.421,8632.6,3879.79,12450.57,10649.68,641.515,730.908,6307.19,1336.098,6455.86,14319.49,12861.901,1280.41
2013-04-13,1927.88,6890.17,1074.535,682.53,3145.997,6629.421,8632.6,3879.79,12450.57,10649.68,641.515,730.908,6307.19,1336.098,6455.86,14319.49,12861.901,1280.41
2013-04-14,1927.88,6890.17,1074.535,682.53,3145.997,6629.421,8632.6,3879.79,12450.57,10649.68,641.515,730.908,6307.19,1336.098,6455.86,14319.49,12861.901,1280.41
2013-04-15,1884.82,6606.56,1049.514,669.53,3071.667,6474.155,8457.95,3774.06,12138.96,10476.08,628.221,711.316,6136.58,1308.053,6257.08,14039.89,12595.676,1254.04
2013-04-16,1914.24,6745.66,1063.557,678.68,3111.41,6563.55,8562.27,3831.82,12309.84,10623.18,639.237,722.607,6239.68,1329.396,6356.27,14206.1,12756.33,1270.96
2013-04-17,1886.41,6574.56,1054.592,673.71,3067.541,6471.477,8473.16,3772.73,12142.95,10541.23,631.808,708.743,6135.34,1316.028,6238.02,14076.96,12629.756,1253.23
2013-04-18,1870.43,6525.86,1047.046,670.14,3052.88,6431.912,8430.58,3752.48,12041.51,10538.74,625.376,702.988,6069.64,1312.763,6198.35,14082.74,12623.507,1244.17
2013-04-19,1890.16,6576.65,1054.589,677.6,3074.733,6490.684,8506.3,3787.83,12176.12,10674.04,636.863,709.604,6148.84,1326.386,6257.09,14260.17,12776.11,1254.49
2013-04-20,1890.16,6576.65,1054.589,677.6,3074.733,6490.684,8506.3,3787.83,12176.12,10674.04,636.863,709.604,6148.84,1326.386,6257.09,14260.17,12776.11,1254.49
2013-04-21,1890.16,6576.65,1054.589,677.6,3074.733,6490.684,8506.3,3787.83,12176.12,10674.04,636.863,709.604,6148.84,1326.386,6257.09,14260.17,12776.11,1254.49
2013-04-22,1902.36,6611.37,1058.378,678.84,3083.389,6517.764,8535.28,3801.82,12218.7,10674.8,638.413,712.042,6188.72,1330.181,6275.35,14297.64,12823.071,1261.03
2013-04-23,1921.82,6724.94,1068.489,685.01,3116.119,6591.759,8596.17,3842.53,12352.32,10733.68,644.804,723.156,6285.96,1344.082,6348.82,14403.89,12915.746,1274.33
2013-04-24,1917.38,6826.54,1066.125,678.4,3124.555,6610.859,8588.62,3856.98,12373.66,10713.85,640.095,731.438,6284.13,1338.868,6422.83,14406.01,12946.944,1271.85
2013-04-25,1924.98,6900.42,1071.186,680.2,3137.606,6634.681,8609.63,3881.36,12436.47,10717.86,642.358,734.893,6352.66,1342.017,6444.39,14438.1,12973.505,1275.45
2013-04-26,1921.42,6855.89,1068.971,679.65,3132.121,6622.461,8606.33,3865.19,12366.64,10697.32,640.632,733.209,6331.43,1335.031,6415.16,14440.44,12948.366,1275.56
2013-04-27,1921.42,6855.89,1068.971,679.65,3132.121,6622.461,8606.33,3865.19,12366.64,10697.32,640.632,733.209,6331.43,1335.031,6415.16,14440.44,12948.366,1275.56
2013-04-28,1921.42,6855.89,1068.971,679.65,3132.121,6622.461,8606.33,3865.19,12366.64,10697.32,640.632,733.209,6331.43,1335.031,6415.16,14440.44,12948.366,1275.56
2013-04-29,1935.73,6920.85,1076.073,682.87,3153.912,6662.589,8662.76,3892.25,12406.79,10766.63,644.046,737.483,6356.06,1341.948,6464.94,14536.39,13043.756,1284.46
2013-04-30,1941.02,6948.22,1078.081,681.01,3161.006,6675.277,8674.73,3905.39,12451.44,10791.64,640.536,738.768,6367.24,1345.669,6487.37,14559.87,13054.42,1287.35
2013-05-01,1924.92,6853.08,1065.616,675.68,3128.525,6612.263,8607.89,3867.13,12350.79,10713.72,635.975,729.798,6318.81,1334.663,6421.68,14453.11,12962.926,1276.34
2013-05-02,1945.67,6974.21,1078.917,682.18,3153.971,6681.787,8670.4,3906.35,12500.3,10762.62,644.645,738.713,6417.97,1346.909,6489.01,14527.1,13038.837,1287.92
2013-05-03,1966.56,7130.87,1094.17,688.22,3187.242,6758.823,8732.43,3956.15,12663.36,10804.1,652.351,747.821,6519.29,1361.955,6581.4,14582.98,13129.446,1299.61
2013-05-04,1966.56,7130.87,1094.17,688.22,3187.242,6758.823,8732.43,3956.15,12663.36,10804.1,652.351,747.821,6519.29,1361.955,6581.4,14582.98,13129.446,1299.61
2013-05-05,1966.56,7130.87,1094.17,688.22,3187.242,6758.823,8732.43,3956.15,12663.36,10804.1,652.351,747.821,6519.29,1361.955,6581.4,14582.98,13129.446,1299.61
2013-05-06,1971.15,7203.68,1092.558,686.82,3191.915,6778.509,8713.68,3964.39,12697.88,10727.4,654.698,754.862,6542.57,1358.434,6618.51,14475.04,13057.115,1302.29
2013-05-07,1979.83,7258.4,1097.007,690.6,3211.781,6822.205,8757.33,3988.62,12788.89,10806.25,656.759,759.741,6583.61,1367.882,6666.87,14552.89,13139.724,1307.7
2013-05-08,1988.44,7342.28,1098.876,692.69,3227.227,6854.551,8792.78,4009.49,12865.9,10782.98,659.085,764.358,6607.09,1372.402,6708.3,14524.49,13115.893,1314.22
2013-05-09,1985.03,7320.35,1097.357,690.55,3211.699,6828.218,8756.96,3997.72,12851.64,10695.43,657.676,759.888,6585.25,1367.046,6671.65,14440.75,13017.827,1309.93
2013-05-10,1995.09,7383.69,1104.275,693.2,3223.098,6851.545,8793.11,4024.65,12955.83,10736.84,661.545,762.405,6648.17,1373.761,6704.29,14507.13,13088.148,1314.28
2013-05-11,1995.09,7383.69,1104.275,693.2,3223.098,6851.545,8793.11,4024.65,12955.83,10736.84,661.545,762.405,6648.17,1373.761,6704.29,14507.13,13088.148,1314.28
2013-05-12,1995.09,7383.69,1104.275,693.2,3223.098,6851.545,8793.11,4024.65,12955.83,10736.84,661.545,762.405,6648.17,1373.761,6704.29,14507.13,13088.148,1314.28
2013-05-13,1996.2,7368.95,1104.472,694.07,3222.124,6843.364,8782.91,4018.01,12926.82,10738.36,663.695,762.332,6648.9,1373.91,6697.29,14502.32,13060.179,1315.27
2013-05-14,2014.55,7483.38,1119.457,701.69,3259.499,6923.553,8863.94,4067.33,13107.07,10835.44,672.648,775.808,6748.76,1392.34,6806.14,14631.71,13187.343,1327.14
2013-05-15,2024.46,7508.13,1127.225,705.87,3278.957,6963.091,8917.57,4091.8,13202.11,10926.56,677.471,780.335,6802.51,1402.566,6835.52,14780.06,13288.256,1334.4
2013-05-16,2013.66,7436.09,1116.446,700.83,3263.937,6920.31,8881.65,4064.2,13093.4,10855.74,669.683,774.74,6734.31,1392.738,6783.64,14675.02,13190.214,1329.57
2013-05-17,2031.77,7572.93,1130.145,705.37,3302.213,7001.144,8964.22,4113.99,13228.4,10937.23,675.227,787.347,6832.6,1404.642,6884.36,14805.57,13335.166,1342.03
2013-05-18,2031.77,7572.93,1130.145,705.37,3302.213,7001.144,8964.22,4113.99,13228.4,10937.23,675.227,787.347,6832.6,1404.642,6884.36,14805.57,13335.166,1342.03
2013-05-19,2031.77,7572.93,1130.145,705.37,3302.213,7001.144,8964.22,4113.99,13228.4,10937.23,675.227,787.347,6832.6,1404.642,6884.36,14805.57,13335.166,1342.03
2013-05-20,2027.34,7610.76,1129.474,702.96,3305.141,7001.037,8936.96,4114.17,13191.69,10900.84,671.837,789.295,6825.39,1400.659,6900.8,14787.81,13296.469,1341.27
2013-05-21,2031.74,7599.44,1131.981,705.49,3309.459,7007.826,8956.71,4119.03,13223.6,10915.24,673.176,789.22,6830.6,1405.058,6907.43,14821.31,13303.394,1344.13
2013-05-22,2015.73,7478.68,1124.379,701.77,3281.482,6951.483,8875.5,4070.06,13087.74,10794.93,669.507,782.527,6754.11,1393.213,6825.26,14683.15,13139.763,1335.91
2013-05-23,2009.72,7471.11,1121.703,699.93,3273.064,6946.411,8852.96,4061.76,13087.82,10720.27,666.668,783.59,6740.18,1386.35,6813.38,14599.47,13091.662,1332.1
2013-05-24,2009.27,7439.04,1120.971,701.68,3270.273,6939.051,8842.68,4050.75,13053.73,10698.99,668.263,782.02,6723.55,1387.044,6786.24,14558.13,13012.603,1332.95
2013-05-25,2009.27,7439.04,1120.971,701.68,3270.273,6939.051,8842.68,4050.75,13053.73,10698.99,668.263,782.02,6723.55,1387.044,6786.24,14558.13,13012.603,1332.95
2013-05-26,2009.27,7439.04,1120.971,701.68,3270.273,6939.051,8842.68,4050.75,13053.73,10698.99,668.263,782.02,6723.55,1387.044,6786.24,14558.13,13012.603,1332.95
2013-05-27,2009.27,7439.04,1120.971,701.68,3270.273,6939.051,8842.68,4050.75,13053.73,10698.99,668.263,782.02,6723.55,1387.044,6786.24,14558.13,13012.603,1332.95
2013-05-28,2020.99,7528.44,1130.344,705.66,3292.869,6990.499,8882.95,4077.65,13162.19,10694.26,673.084,791.9,6761.89,1393.965,6859.12,14503.31,12980.251,1341.37
2013-05-29,2003.23,7500.51,1120.51,698.02,3276.739,6953.668,8789.57,4046.49,13077.74,10529.13,665.432,793.211,6712.75,1375.303,6845.63,14305.61,12801.375,1332.84
2013-05-30,2010.92,7568.86,1124.033,699.6,3289.31,6980.964,8818.41,4067.65,13169.53,10544.68,667.944,800.795,6763.26,1376.325,6909.11,14315.3,12837.362,1337.19
2013-05-31,1983.7,7442.6,1108.701,687.86,3239.626,6883.045,8694.92,4011.72,12985.23,10421.07,657.225,787.154,6683.83,1355.485,6794.66,14129.79,12677.79,1317.48
2013-06-01,1983.7,7442.6,1108.701,687.86,3239.626,6883.045,8694.92,4011.72,12985.23,10421.07,657.225,787.154,6683.83,1355.485,6794.66,14129.79,12677.79,1317.48
2013-06-02,1983.7,7442.6,1108.701,687.86,3239.626,6883.045,8694.92,4011.72,12985.23,10421.07,657.225,787.154,6683.83,1355.485,6794.66,14129.79,12677.79,1317.48
2013-06-03,1995.49,7446.12,1114.65,692.68,3259.512,6919.998,8743.01,4023.44,13018.32,10469.71,658.426,789.407,6674.38,1364,6807.38,14231.82,12738.14,1328.62
2013-06-04,1984.62,7379.36,1106.001,689.61,3241.612,6882.763,8702.68,4000,12957.31,10430.67,653.011,783.178,6629.98,1358.38,6765.53,14173.97,12712.582,1322.33
2013-06-05,1957.1,7251.83,1088.229,680.36,3198.874,6786.324,8607.54,3944,12762.58,10318.93,642.672,770.763,6523.51,1340.473,6655.12,14020.74,12553.632,1304.96
2013-06-06,1973.05,7343.56,1099.292,687.03,3228.092,6846.802,8669.41,3982.77,12918.11,10406.73,650.967,778.671,6598.86,1351.302,6726.35,14150.46,12686.028,1314.15
2013-06-07,1997.9,7455.33,1116.256,695.35,3270.418,6939.999,8758.63,4037.39,13135.39,10511.06,659.923,791.499,6689.24,1367.393,6843.58,14269.15,12800.25,1330.54
2013-06-08,1997.9,7455.33,1116.256,695.35,3270.418,6939.999,8758.63,4037.39,13135.39,10511.06,659.923,791.499,6689.24,1367.393,6843.58,14269.15,12800.25,1330.54
2013-06-09,1997.9,7455.33,1116.256,695.35,3270.418,6939.999,8758.63,4037.39,13135.39,10511.06,659.923,791.499,6689.24,1367.393,6843.58,14269.15,12800.25,1330.54
2013-06-10,1995.62,7461.03,1115.059,694.93,3272.403,6939.46,8758.98,4035.59,13134.8,10497.06,658.981,794.073,6670.32,1366.89,6870.35,14271.03,12781.583,1331.04
2013-06-11,1976.6,7314.17,1105.737,690.08,3237.106,6874.433,8692.54,3990.36,13010.5,10425.74,653.4,783.666,6592.23,1358.246,6783.38,14148.92,12705.069,1317.61
2013-06-12,1958.33,7227.42,1095.824,684.75,3214.517,6823.834,8641.92,3953.27,12895.78,10371.39,646.605,778.073,6520.29,1349.681,6722.6,14053.09,12609.058,1307.75
2013-06-13,1986.47,7388.42,1112.255,694.68,3264.389,6924.367,8751.6,4023.37,13110.31,10525.56,656.981,790.844,6644.52,1368.896,6847.86,14252.2,12880.241,1325.12
2013-06-14,1977.25,7313.71,1107.961,691.64,3240.966,6880.412,8729.81,4001.56,13050.11,10523.13,654.547,782.444,6607.05,1366.274,6780.77,14228.07,12848.113,1315.87
2013-06-15,1977.25,7313.71,1107.961,691.64,3240.966,6880.412,8729.81,4001.56,13050.11,10523.13,654.547,782.444,6607.05,1366.274,6780.77,14228.07,12848.113,1315.87
2013-06-16,1977.25,7313.71,1107.961,691.64,3240.966,6880.412,8729.81,4001.56,13050.11,10523.13,654.547,782.444,6607.05,1366.274,6780.77,14228.07,12848.113,1315.87
2013-06-17,1990.95,7414.65,1113.358,695.35,3267.748,6931.209,8800.4,4033.91,13128.42,10591.78,658.203,789.281,6652.66,1375.861,6845.67,14317.06,12915.036,1325.74
2013-06-18,2007.05,7495.24,1123.168,700.35,3292.301,6985.534,8860.87,4066.18,13233.1,10646.8,663.686,795.101,6714.99,1384.584,6906.87,14428.64,13002.275,1335.68
2013-06-19,1980.11,7402.81,1106.402,689.99,3245.287,6892.989,8721.09,4007.04,13057.92,10433.29,654.989,786.246,6630.13,1363.016,6813.89,14133.75,12741.571,1318.37
2013-06-20,1929.94,7185.35,1078.423,672.94,3166.235,6721.433,8499.4,3903.53,12749.5,10168.38,637.449,767.769,6442.32,1328.849,6662.45,13776.87,12416.498,1286.65
2013-06-21,1933.48,7171.97,1080.544,677.27,3177.482,6735.268,8551.07,3913.75,12747.22,10276.95,639.649,766.057,6439.18,1336.024,6669.71,13921.86,12530.456,1290.05
2013-06-22,1933.48,7171.97,1080.544,677.27,3177.482,6735.268,8551.07,3913.75,12747.22,10276.95,639.649,766.057,6439.18,1336.024,6669.71,13921.86,12530.456,1290.05
2013-06-23,1933.48,7171.97,1080.544,677.27,3177.482,6735.268,8551.07,3913.75,12747.22,10276.95,639.649,766.057,6439.18,1336.024,6669.71,13921.86,12530.456,1290.05
2013-06-24,1910.48,7025.06,1065.97,669.5,3138.073,6649.719,8482.14,3864.43,12585.33,10231.91,631.743,752.731,6354.99,1324.158,6560.08,13825.97,12430.124,1274.22
2013-06-25,1926.64,7147.9,1075.257,675.35,3171.894,6715.363,8549.59,3909.3,12715.04,10316.96,637.909,763.897,6435.11,1333.379,6652.16,13978.61,12580.588,1284.62
2013-06-26,1946.24,7207.66,1086.434,682.65,3201.728,6781.65,8640.35,3945.54,12829.33,10439.65,645.228,770.303,6496.97,1346.639,6715.79,14130.96,12732.672,1296.59
2013-06-27,1956.16,7310.71,1093.701,686.58,3225.809,6830.538,8675.45,3981.53,12973.09,10499.63,649.396,777.994,6557.15,1352.498,6795.91,14190.06,12841.836,1302.92
2013-06-28,1949.05,7267.43,1087.891,683.75,3209.836,6803.327,8629.68,3968.52,12957.58,10484.03,648.519,774.965,6530.95,1344.014,6766.21,14130.03,12831.012,1295.91
2013-06-29,1949.05,7267.43,1087.891,683.75,3209.836,6803.327,8629.68,3968.52,12957.58,10484.03,648.519,774.965,6530.95,1344.014,6766.21,14130.03,12831.012,1295.91
2013-06-30,1949.05,7267.43,1087.891,683.75,3209.836,6803.327,8629.68,3968.52,12957.58,10484.03,648.519,774.965,6530.95,1344.014,6766.21,14130.03,12831.012,1295.91
2013-07-01,1961.45,7340.28,1093.933,687.05,3224.77,6841.602,8659.72,3994.44,13050.03,10473.89,651.634,779.475,6588.22,1353.742,6821.34,14112.06,12849.344,1302.86
2013-07-02,1962.61,7335.19,1093.014,686.07,3220.637,6836.097,8648.33,3987.99,13010.96,10471.47,650.684,778.808,6568.78,1353.266,6811.06,14098.54,12845.203,1303.66
2013-07-03,1966.75,7320.36,1095.237,686.85,3219.006,6841.3,8661.47,3985.23,13021.56,10451.04,651.965,777.791,6580.04,1351.536,6781.46,14064.7,12830.466,1305.18
2013-07-04,1966.75,7320.36,1095.237,686.85,3219.006,6841.3,8661.47,3985.23,13021.56,10451.04,651.965,777.791,6580.04,1351.536,6781.46,14064.7,12830.466,1305.18
2013-07-05,1985.07,7439.08,1105.92,694.18,3254.855,6910.443,8720.02,4028.85,13209.65,10491.99,659.126,787.997,6659.84,1363.136,6875.54,14132.81,12885.434,1318.67
2013-07-06,1985.07,7439.08,1105.92,694.18,3254.855,6910.443,8720.02,4028.85,13209.65,10491.99,659.126,787.997,6659.84,1363.136,6875.54,14132.81,12885.434,1318.67
2013-07-07,1985.07,7439.08,1105.92,694.18,3254.855,6910.443,8720.02,4028.85,13209.65,10491.99,659.126,787.997,6659.84,1363.136,6875.54,14132.81,12885.434,1318.67
2013-07-08,1992.89,7437.66,1111.835,700.17,3278.412,6962.806,8785.69,4049.14,13286.91,10590.95,663.168,795.391,6684.46,1373.877,6925.52,14249.51,12989.274,1326.62
2013-07-09,2006.71,7512.9,1118.384,705.24,3303.216,7015.442,8823.35,4080.37,13394.31,10658.13,667.266,802.404,6745.51,1385.175,6988.07,14335.11,13075.426,1335.82
2013-07-10,2009.71,7511.14,1119.633,704.47,3299.596,7008.731,8848.71,4087.2,13434.19,10686.32,667.016,798.931,6752.29,1387.856,6985,14364.35,13093.467,1334.88
2013-07-11,2039.89,7632.12,1132.038,713.15,3340.008,7105.912,8977.32,4146.34,13604.97,10840.26,676.936,808.305,6864.92,1407.145,7063.35,14595.34,13281.058,1352.3
2013-07-12,2047,7663.03,1135.179,716.22,3348.923,7125.54,9004.7,4160.12,13661.27,10857.46,681.742,813.583,6927.92,1410.997,7099.1,14616.46,13297.964,1355.51
2013-07-13,2047,7663.03,1135.179,716.22,3348.923,7125.54,9004.7,4160.12,13661.27,10857.46,681.742,813.583,6927.92,1410.997,7099.1,14616.46,13297.964,1355.51
2013-07-14,2047,7663.03,1135.179,716.22,3348.923,7125.54,9004.7,4160.12,13661.27,10857.46,681.742,813.583,6927.92,1410.997,7099.1,14616.46,13297.964,1355.51
2013-07-15,2046.98,7665.92,1137.294,716.5,3358.392,7134.778,9018.33,4167.27,13680.86,10915.32,680.562,815.244,6909.89,1411.508,7119.4,14677.89,13380.118,1357.44
2013-07-16,2040.18,7623.65,1130.704,712.65,3344.566,7101.263,8987.9,4146.37,13615.9,10884.67,676.754,810.194,6866.51,1404.496,7075.17,14631.43,13332.372,1353.96
2013-07-17,2046.79,7653.63,1134.302,714.92,3352.99,7119.782,8996.43,4157.97,13660.57,10901.38,679.164,813.113,6906.86,1409.146,7091.54,14670.06,13343.571,1357.81
2013-07-18,2050.55,7748.11,1139.185,718.28,3381.787,7167.765,9043.19,4188.86,13772.92,10981.45,680.633,822.959,6926.54,1414.905,7186.08,14731.05,13420.754,1363.3
2013-07-19,2050.61,7766.84,1143.841,721.94,3392.976,7188.036,9054.87,4197.68,13791.59,11008.44,683.249,826.713,6947.44,1422.089,7201.67,14744.61,13420.104,1364.26
2013-07-20,2050.61,7766.84,1143.841,721.94,3392.976,7188.036,9054.87,4197.68,13791.59,11008.44,683.249,826.713,6947.44,1422.089,7201.67,14744.61,13420.104,1364.26
2013-07-21,2050.61,7766.84,1143.841,721.94,3392.976,7188.036,9054.87,4197.68,13791.59,11008.44,683.249,826.713,6947.44,1422.089,7201.67,14744.61,13420.104,1364.26
2013-07-22,2054.43,7778.62,1143.738,723.9,3400.604,7206.039,9075.21,4204.5,13824.58,11007.96,685.625,831.539,6963.88,1423.356,7235.17,14730.97,13434.829,1367.66
2013-07-23,2046.89,7758.27,1140.916,723.39,3400.668,7206.373,9056.88,4195.16,13786.4,11002.96,684.372,831.812,6920.17,1421.773,7232.03,14746.6,13418.803,1366.34
2013-07-24,2044.34,7668.21,1136.007,719.5,3378.84,7176.471,9003.69,4166.38,13729.66,10894.26,680.885,826.31,6875.78,1412.218,7183.26,14595.39,13289.988,1364.12
2013-07-25,2050.27,7684.75,1138.61,719.71,3386.398,7193.912,9032.37,4187.01,13834.17,10935.12,682.698,827.834,6903.14,1417.844,7200.2,14646.48,13345.779,1365.19
2013-07-26,2054.14,7638.47,1139.897,720.17,3385.522,7199.981,9052.89,4186.49,13799.58,10970.47,683.134,827.244,6908.56,1419.717,7209.92,14677.85,13369.47,1367.29
2013-07-27,2054.14,7638.47,1139.897,720.17,3385.522,7199.981,9052.89,4186.49,13799.58,10970.47,683.134,827.244,6908.56,1419.717,7209.92,14677.85,13369.47,1367.29
2013-07-28,2054.14,7638.47,1139.897,720.17,3385.522,7199.981,9052.89,4186.49,13799.58,10970.47,683.134,827.244,6908.56,1419.717,7209.92,14677.85,13369.47,1367.29
2013-07-29,2046.55,7589.59,1135.35,717.51,3373.135,7176.268,9031.64,4169.96,13765.1,10962.08,680.194,823.17,6883.1,1417.173,7185.06,14669.79,13357.74,1362.73
2013-07-30,2050.36,7636.98,1137.557,717.4,3369.423,7170.063,9039.96,4179.64,13825.18,10961.28,680.006,821.516,6915.3,1418.442,7183.77,14637.96,13398.556,1362.2
2013-07-31,2047.87,7661.69,1140.115,719.46,3373.764,7182.525,9034.4,4186.38,13883.18,10928.39,680.143,825.148,6918.47,1421.926,7207.49,14573.22,13385.967,1360.57
2013-08-01,2073.29,7839.3,1153.352,727.21,3417.214,7273.176,9118.93,4251.53,14095.08,11013.74,689.154,838.286,7042.9,1438.012,7337.63,14689.84,13514.09,1376.01
2013-08-02,2078.16,7851.12,1157.093,727.73,3420.463,7279.811,9120.58,4257.1,14115.37,11014.6,692.014,836.315,7050.96,1437.374,7341.96,14725.58,13555.024,1379.53
2013-08-03,2078.16,7851.12,1157.093,727.73,3420.463,7279.811,9120.58,4257.1,14115.37,11014.6,692.014,836.315,7050.96,1437.374,7341.96,14725.58,13555.024,1379.53
2013-08-04,2078.16,7851.12,1157.093,727.73,3420.463,7279.811,9120.58,4257.1,14115.37,11014.6,692.014,836.315,7050.96,1437.374,7341.96,14725.58,13555.024,1379.53
2013-08-05,2077.01,7840,1156.113,726.36,3412.789,7272.938,9115.54,4251.79,14104.93,10982.23,690.473,834.554,7048.83,1434.953,7334.75,14674.89,13505.363,1377.17
2013-08-06,2066.98,7752.95,1150.922,723.45,3390.296,7229.138,9072.57,4225.51,13979.36,10946.05,688.092,826.829,6990.56,1431.086,7282.07,14625.52,13439.659,1369.54
2013-08-07,2059.41,7692.03,1144.839,720.63,3379.091,7200.552,9039.23,4203.9,13940.6,10936.65,685.209,823.324,6944.59,1426.241,7237.47,14622.19,13433.888,1366.18
2013-08-08,2067.29,7772.23,1151.387,723.07,3394.019,7240.481,9090.77,4230.44,14023.65,10967.21,687.146,828.952,6975.57,1432.549,7310.63,14663.99,13497.688,1370.73
2013-08-09,2059.51,7793.58,1147.57,720.31,3383.872,7220.737,9064.99,4226.58,13988.43,10941.36,684.018,826.936,6965.06,1430.28,7319.05,14618.48,13498.956,1364.15
2013-08-10,2059.51,7793.58,1147.57,720.31,3383.872,7220.737,9064.99,4226.58,13988.43,10941.36,684.018,826.936,6965.06,1430.28,7319.05,14618.48,13498.956,1364.15
2013-08-11,2059.51,7793.58,1147.57,720.31,3383.872,7220.737,9064.99,4226.58,13988.43,10941.36,684.018,826.936,6965.06,1430.28,7319.05,14618.48,13498.956,1364.15
2013-08-12,2059.27,7792.53,1145.503,717.83,3376.547,7212.551,9056.73,4221.18,13982.93,10899.01,682.343,824.164,6964.27,1427.336,7304.51,14541.22,13464.038,1363.81
2013-08-13,2067,7824.21,1148.598,720.72,3384.018,7236.66,9065.16,4227.91,14019.04,10877.05,684.222,827.879,6978.83,1429.246,7336.15,14510.43,13418.379,1368.82
2013-08-14,2056.31,7789.85,1139.961,714.4,3367.85,7200.996,9019.71,4205.45,13936.18,10811.59,678.653,825.588,6915.82,1418.497,7317.01,14442.7,13366.475,1362.4
2013-08-15,2025.9,7679.32,1121.294,703.39,3322.669,7090.159,8889.2,4142.85,13696.38,10650.75,667.019,814.251,6799.02,1395.822,7219.36,14260.97,13175.911,1344.04
2013-08-16,2019.87,7666.77,1117.185,701.66,3310.907,7071.81,8844.03,4128.03,13677.29,10568.73,665.011,812.909,6792.73,1391.641,7212.07,14134.65,13054.702,1340.17
2013-08-17,2019.87,7666.77,1117.185,701.66,3310.907,7071.81,8844.03,4128.03,13677.29,10568.73,665.011,812.909,6792.73,1391.641,7212.07,14134.65,13054.702,1340.17
